t1::A2::der aktienindex::original | t1 | A2 | der Aktienindex | original | Der DAX ist der wichtigste Aktienindex in Deutschland.
t5::B2::hindeuten auf::original | t5 | B2 | hindeuten auf | original | Los datos de medición oceanográficos apuntan a un evento de El Niño más intenso.
t5::B2::hindeuten auf::generated | t5 | B2 | hindeuten auf | generated | Die Daten deuten auf eine Trendwende hin.
t5::B2::aktivieren::original | t5 | B2 | aktivieren | original | El Servicio Meteorológico alemán quiere activar pronto sus sistemas de alerta.
t5::B2::aktivieren::generated | t5 | B2 | aktivieren | generated | Das Frühwarnsystem wurde rechtzeitig aktiviert.
t5::B2::gefährden::original | t5 | B2 | gefährden | original | Para Alemania la agricultura y el suministro de agua están especialmente en peligro.
t5::B2::gefährden::generated | t5 | B2 | gefährden | generated | Trockenheit gefährdet die Ernte in vielen Regionen.
t5::B2::ozeanographisch::original | t5 | B2 | ozeanographisch | original | Los datos de medición oceanográficos apuntan a un evento de El Niño más intenso.
t5::B2::ozeanographisch::generated | t5 | B2 | ozeanographisch | generated | Ozeanographische Forschung ist für das Klimaverständnis entscheidend.
t5::B2::äquatorial::original | t5 | B2 | äquatorial | original | Las temperaturas superficiales en el Pacífico ecuatorial están por encima de la media.
t5::B2::äquatorial::generated | t5 | B2 | äquatorial | generated | Die äquatorialen Regionen erwärmen sich besonders stark.
t5::B2::atmosphärisch::original | t5 | B2 | atmosphärisch | original | El Niño modifica los patrones de circulación atmosférica.
t5::B2::atmosphärisch::generated | t5 | B2 | atmosphärisch | generated | Atmosphärische Veränderungen beeinflussen das globale Klima.
t5::B2::infrastrukturell::original | t5 | B2 | infrastrukturell | original | Si las preparaciones infraestructurales son suficientes se verá.
t5::B2::infrastrukturell::generated | t5 | B2 | infrastrukturell | generated | Infrastrukturelle Maßnahmen sind für die Klimaanpassung notwendig.
t5::B2::frühzeitig::original | t5 | B2 | frühzeitig | original | El Servicio Meteorológico alemán quiere activar sus sistemas pronto.
t5::B2::frühzeitig::generated | t5 | B2 | frühzeitig | generated | Man sollte frühzeitig auf Extremwetter reagieren.
t5::C1::german::original | t5 | C1 | german | original | example_sentence_de
t5::C1::german::generated | t5 | C1 | german | generated | example_sentence_de_generated
t5::C1::die variabilität::original | t5 | C1 | die Variabilität | original | El Niño und der Klimawandel: Wenn natürliche Variabilität auf menschliche Einflussnahme trifft.
t5::C1::die variabilität::generated | t5 | C1 | die Variabilität | generated | Die natürliche Variabilität des Klimas erschwert genaue Prognosen.
t5::C1::die einflussnahme::original | t5 | C1 | die Einflussnahme | original | Wenn natürliche Variabilität auf menschliche Einflussnahme trifft.
t5::C1::die einflussnahme::generated | t5 | C1 | die Einflussnahme | generated | Die menschliche Einflussnahme auf das Klima ist wissenschaftlich belegt.
t5::C1::die zurechnung::original | t5 | C1 | die Zurechnung | original | Das wissenschaftlich Schwierige ist die Zurechnung.
t5::C1::die zurechnung::generated | t5 | C1 | die Zurechnung | generated | Die Zurechnung von Extremereignissen zum Klimawandel ist komplex.
t5::C1::die attributionsforschung::original | t5 | C1 | die Attributionsforschung | original | Die Attributionsforschung hat in den letzten Jahren erhebliche Fortschritte gemacht.
t5::C1::die attributionsforschung::generated | t5 | C1 | die Attributionsforschung | generated | Die Attributionsforschung ist ein relativ neues Wissenschaftsfeld.
t5::C1::die abweichung::original | t5 | C1 | die Abweichung | original | Ozeanographische Bojen registrieren Abweichungen vom mittleren Niveau.
t5::C1::die abweichung::generated | t5 | C1 | die Abweichung | generated | Die Abweichungen von der Norm sind statistisch signifikant.
t5::C1::die boje::original | t5 | C1 | die Boje | original | Ozeanographische Bojen im Pazifik registrieren Abweichungen.
t5::C1::die boje::generated | t5 | C1 | die Boje | generated | Bojen messen die Wassertemperatur in Echtzeit.
t5::C1::die dürre::original | t5 | C1 | die Dürre | original | Starke El-Niño-Ereignisse führten zu schweren Dürren in Ostafrika.
t5::C1::die dürre::generated | t5 | C1 | die Dürre | generated | Die Dürre bedroht die Landwirtschaft in vielen Regionen.
t5::C1::die häufigkeit::original | t5 | C1 | die Häufigkeit | original | Extremwetter, das mit zunehmender Häufigkeit zu erwarten ist.
t5::C1::die häufigkeit::generated | t5 | C1 | die Häufigkeit | generated | Die Häufigkeit von Extremwetterereignissen nimmt zu.
t5::C1::entfalten::original | t5 | C1 | entfalten | original | En un mundo más cálido El Niño manifiesta efectos más extremos.
t5::C1::entfalten::generated | t5 | C1 | entfalten | generated | Der Klimawandel entfaltet seine vollen Wirkungen erst mit Verzögerung.
t5::C1::prognostizieren::original | t5 | C1 | prognostizieren | original | Los modelos pronostican una alta probabilidad de temperaturas extremas.
t5::C1::prognostizieren::generated | t5 | C1 | prognostizieren | generated | Wissenschaftler prognostizieren einen heißen Sommer.
t5::C1::registrieren::original | t5 | C1 | registrieren | original | Las boyas oceanográficas registran desviaciones del nivel medio.
t5::C1::registrieren::generated | t5 | C1 | registrieren | generated | Die Messstationen registrieren steigende Temperaturen.
t5::C1::anthropogen::original | t5 | C1 | anthropogen | original | ¿Qué eventos son atribuibles al cambio climático antropogénico?
t5::C1::anthropogen::generated | t5 | C1 | anthropogen | generated | Der anthropogene Klimawandel ist die größte Herausforderung unserer Zeit.
t5::C1::vorindustriell::original | t5 | C1 | vorindustriell | original | El Niño manifiesta efectos más extremos que en la época preindustrial.
t5::C1::vorindustriell::generated | t5 | C1 | vorindustriell | generated | Die vorindustrielle Zeit kannte deutlich weniger Extremereignisse.
t5::C1::irregulär::original | t5 | C1 | irregulär | original | El calentamiento irregular del Pacífico ecuatorial fue descrito en el siglo XIX.
t5::C1::irregulär::generated | t5 | C1 | irregulär | generated | Das Phänomen ist von Natur aus irregulär.
t5::C1::beunruhigend::original | t5 | C1 | beunruhigend | original | Los datos de medición actuales son preocupantes.
t5::C1::beunruhigend::generated | t5 | C1 | beunruhigend | generated | Die Entwicklung der Klimadaten ist beunruhigend.
t5::C1::überdurchschnittlich::original | t5 | C1 | überdurchschnittlich | original | Los modelos pronostican una probabilidad por encima de la media.
t5::C1::überdurchschnittlich::generated | t5 | C1 | überdurchschnittlich | generated | Die Temperaturen lagen überdurchschnittlich hoch.
t5::C1::statistisch::original | t5 | C1 | statistisch | original | La investigación de atribución puede hablar con alta certeza estadística.
t5::C1::statistisch::generated | t5 | C1 | statistisch | generated | Die statistischen Belege sind eindeutig.
t5::C1::meteorologisch::original | t5 | C1 | meteorologisch | original | La respuesta no puede ser únicamente meteorológica.
t5::C1::meteorologisch::generated | t5 | C1 | meteorologisch | generated | Eine rein meteorologische Antwort reicht nicht aus.
t5::C1::demokratisch::original | t5 | C1 | demokratisch | original | La respuesta debe ser infraestructural, social y en última instancia democrática.
t5::C1::demokratisch::generated | t5 | C1 | demokratisch | generated | Die Klimaanpassung muss demokratisch legitimiert sein.
t5::C1::gegenseitig::original | t5 | C1 | gegenseitig | original | Ambos fenómenos se amplifican mutuamente.
t5::C1::gegenseitig::generated | t5 | C1 | gegenseitig | generated | Die Effekte verstärken sich gegenseitig und werden extremer.
t1::A2::german::original | t1 | A2 | german | original | example_sentence_de
t1::A2::german::generated | t1 | A2 | german | generated | example_sentence_de_generated
t1::A2::das benzin::original | t1 | A2 | das Benzin | original | In Deutschland kostet Benzin gerade sehr viel Geld.
t1::A2::das benzin::generated | t1 | A2 | das Benzin | generated | Das Benzin ist diese Woche sehr teuer.
t1::A2::der preis::original | t1 | A2 | der Preis | original | Der Preis ist auf einem Rekord.
t1::A2::der preis::generated | t1 | A2 | der Preis | generated | Der Preis für Benzin steigt immer weiter.
t1::A2::das elektroauto::original | t1 | A2 | das Elektroauto | original | Immer mehr Menschen kaufen ein Elektroauto.
t1::A2::das elektroauto::generated | t1 | A2 | das Elektroauto | generated | Das Elektroauto braucht keinen Benzin.
t1::A2::der strom::original | t1 | A2 | der Strom | original | Das Elektroauto braucht nur Strom.
t1::A2::der strom::generated | t1 | A2 | der Strom | generated | Strom ist billiger als Benzin.
t1::A2::der staat::original | t1 | A2 | der Staat | original | Es gibt Geld vom Staat für neue E-Autos.
t1::A2::der staat::generated | t1 | A2 | der Staat | generated | Der Staat hilft beim Kauf von Elektroautos.
t1::A2::die bundesregierung::original | t1 | A2 | die Bundesregierung | original | Die Bundesregierung möchte, dass mehr Menschen Elektroautos kaufen.
t1::A2::die bundesregierung::generated | t1 | A2 | die Bundesregierung | generated | Die Bundesregierung plant neue Maßnahmen.
t1::A2::das auto::original | t1 | A2 | das Auto | original | Viele Menschen müssen mehr bezahlen, wenn sie Auto fahren.
t1::A2::das auto::generated | t1 | A2 | das Auto | generated | Das Auto fährt mit Benzin oder Strom.
t1::A2::bezahlen::original | t1 | A2 | bezahlen | original | Muchas personas tienen que pagar más cuando conducen.
t1::A2::bezahlen::generated | t1 | A2 | bezahlen | generated | Er bezahlt jeden Monat mehr für Benzin.
t1::A2::kaufen::original | t1 | A2 | kaufen | original | Cada vez más personas compran un coche eléctrico.
t1::A2::kaufen::generated | t1 | A2 | kaufen | generated | Sie kauft ein neues Elektroauto.
t1::A2::brauchen::original | t1 | A2 | brauchen | original | El coche eléctrico solo necesita electricidad.
t1::A2::brauchen::generated | t1 | A2 | brauchen | generated | Wir brauchen mehr Ladesäulen.
t1::A2::teuer::original | t1 | A2 | teuer | original | La gasolina es cara.
t1::A2::teuer::generated | t1 | A2 | teuer | generated | Das Benzin wird immer teurer.
t1::A2::billig::original | t1 | A2 | billig | original | La electricidad es más barata.
t1::A2::billig::generated | t1 | A2 | billig | generated | Elektroautos sind im Betrieb billiger als Benziner.
t1::A2::neu::original | t1 | A2 | neu | original | Muchas marcas de coches tienen modelos eléctricos nuevos.
t1::A2::neu::generated | t1 | A2 | neu | generated | Es gibt viele neue E-Autos auf dem Markt.
t1::A2::viel::original | t1 | A2 | viel | original | En Alemania la gasolina cuesta ahora mucho dinero.
t1::A2::viel::generated | t1 | A2 | viel | generated | Er fährt sehr viel mit dem Auto.
t1::A2::mehr::original | t1 | A2 | mehr | original | Cada vez más personas compran un coche eléctrico.
t1::A2::mehr::generated | t1 | A2 | mehr | generated | Immer mehr Leute kaufen E-Autos.
t1::B1::german::original | t1 | B1 | german | original | example_sentence_de
t1::B1::german::generated | t1 | B1 | german | generated | example_sentence_de_generated
t1::B1::der spritpreis::original | t1 | B1 | der Spritpreis | original | Die Spritpreise haben einen neuen Höchststand erreicht.
t1::B1::der spritpreis::generated | t1 | B1 | der Spritpreis | generated | Die Spritpreise steigen jeden Monat.
t1::B1::der höchststand::original | t1 | B1 | der Höchststand | original | Die Benzin- und Dieselpreise haben einen neuen Höchststand erreicht.
t1::B1::der höchststand::generated | t1 | B1 | der Höchststand | generated | Der Höchststand wurde im April erreicht.
t1::B1::die nachfrage::original | t1 | B1 | die Nachfrage | original | Die Nachfrage nach Elektroautos steigt.
t1::B1::die nachfrage::generated | t1 | B1 | die Nachfrage | generated | Die Nachfrage nach E-Autos wächst stark.
t1::B1::die ladesäule::original | t1 | B1 | die Ladesäule | original | In vielen ländlichen Regionen fehlen noch ausreichend Ladesäulen.
t1::B1::die ladesäule::generated | t1 | B1 | die Ladesäule | generated | Es braucht mehr Ladesäulen auf dem Land.
t1::B1::die ladeinfrastruktur::original | t1 | B1 | die Ladeinfrastruktur | original | Der Trend wird anhalten, wenn die Ladeinfrastruktur verbessert wird.
t1::B1::die ladeinfrastruktur::generated | t1 | B1 | die Ladeinfrastruktur | generated | Die Ladeinfrastruktur muss ausgebaut werden.
t1::B1::der verbraucher::original | t1 | B1 | der Verbraucher | original | Verbraucher spüren das besonders beim Pendeln.
t1::B1::der verbraucher::generated | t1 | B1 | der Verbraucher | generated | Der Verbraucher zahlt mehr für Benzin.
t1::B1::das quartal::original | t1 | B1 | das Quartal | original | Im ersten Quartal 2026 wurden mehr E-Autos verkauft.
t1::B1::das quartal::generated | t1 | B1 | das Quartal | generated | Im ersten Quartal stiegen die Verkäufe um 18 Prozent.
t1::B1::pendeln::original | t1 | B1 | pendeln | original | Los consumidores lo notan especialmente al ir al trabajo.
t1::B1::pendeln::generated | t1 | B1 | pendeln | generated | Er pendelt jeden Tag 40 Kilometer zur Arbeit.
t1::B1::anhalten::original | t1 | B1 | anhalten | original | Los expertos dicen que la tendencia continuará.
t1::B1::anhalten::generated | t1 | B1 | anhalten | generated | Der Trend zum E-Auto hält an.
t1::B1::schaffen::original | t1 | B1 | schaffen | original | El programa debe crear un millón de puntos de carga.
t1::B1::schaffen::generated | t1 | B1 | schaffen | generated | Die Regierung will mehr Ladepunkte schaffen.
t1::B1::ankündigen::original | t1 | B1 | ankündigen | original | El gobierno federal ha anunciado un programa de expansión.
t1::B1::ankündigen::generated | t1 | B1 | ankündigen | generated | Die Regierung hat neue Maßnahmen angekündigt.
t1::B1::direkt::original | t1 | B1 | direkt | original | Los altos precios de la gasolina tienen una consecuencia directa.
t1::B1::direkt::generated | t1 | B1 | direkt | generated | Das hat eine direkte Auswirkung auf die Nachfrage.
t1::B1::ländlich::original | t1 | B1 | ländlich | original | En muchas regiones rurales faltan puntos de carga.
t1::B1::ländlich::generated | t1 | B1 | ländlich | generated | In ländlichen Gebieten gibt es weniger Ladesäulen.
t1::B1::öffentlich::original | t1 | B1 | öffentlich | original | El programa debe crear un millón de puntos de carga públicos.
t1::B1::öffentlich::generated | t1 | B1 | öffentlich | generated | Es braucht mehr öffentliche Lademöglichkeiten.
