t1::A2::german::original | t1 | A2 | german | original | example_sentence_de
t3::B2::der vorfall::original | t3 | B2 | der Vorfall | original | Der Vorfall wirft ein interessantes Licht auf eine Generation, der häufig vorgeworfen wird, kein Gefühl für Gemeinschaft zu haben.
t3::B2::jemandem etwas vorwerfen::original | t3 | B2 | jemandem etwas vorwerfen | original | Der Vorfall wirft ein interessantes Licht auf eine Generation, der häufig vorgeworfen wird, kein Gefühl für Gemeinschaft zu haben.
t3::B2::auf etwas hindeuten::original | t3 | B2 | auf etwas hindeuten | original | Die Reaktion der Abiturienten deutet auf das Gegenteil hin: Sie haben einen Fehler gemacht – und ihn auf eine Weise korrigiert, die über das Minimum hinausging.
t3::B2::über das minimum hinausgehen::original | t3 | B2 | über das Minimum hinausgehen | original | Die Reaktion der Abiturienten deutet auf das Gegenteil hin: Sie haben einen Fehler gemacht – und ihn auf eine Weise korrigiert, die über das Minimum hinausging.
t3::C1::german::original | t3 | C1 | german | original | example_sentence_de
t3::C1::german::generated | t3 | C1 | german | generated | example_sentence_de_generated
t3::C1::das wertebewusstsein::original | t3 | C1 | das Wertebewusstsein | original | Dass eine Gruppe junger Menschen, ohne institutionellen Druck, eigenständig eine Wiedergutmachungsaktion organisiert und dabei öffentliche Gespräche mit den Betroffenen gesucht hat, ist in einer Zeit, in der die Diskussion über das Wertebewusstsein der jungen Generation oft von Pauschalurteilen geprägt ist, bemerkenswert.
t3::C1::das pauschalurteil::original | t3 | C1 | das Pauschalurteil | original | Dass eine Gruppe junger Menschen, ohne institutionellen Druck, eigenständig eine Wiedergutmachungsaktion organisiert und dabei öffentliche Gespräche mit den Betroffenen gesucht hat, ist in einer Zeit, in der die Diskussion über das Wertebewusstsein der jungen Generation oft von Pauschalurteilen geprägt ist, bemerkenswert.
t3::C1::entwicklungspsychologisch::original | t3 | C1 | entwicklungspsychologisch | original | Aus entwicklungspsychologischer Perspektive ist das Ereignis lehrreich.
t3::C1::die belehrung::original | t3 | C1 | die Belehrung | original | Moralisches Handeln entsteht selten durch Belehrung – es entsteht durch Erfahrung, durch das Erleben von Konsequenzen und durch die Entscheidung, Verantwortung zu übernehmen, auch wenn niemand zuschaut.
t3::C1::zuschauen::original | t3 | C1 | zuschauen | original | Moralisches Handeln entsteht selten durch Belehrung – es entsteht durch Erfahrung, durch das Erleben von Konsequenzen und durch die Entscheidung, Verantwortung zu übernehmen, auch wenn niemand zuschaut.
t3::C1::der umgang mit etwas::original | t3 | C1 | der Umgang mit etwas | original | Der Schulleiter sagte in einem Interview mit dem Tagesspiegel, er sei stolz, aber nicht überrascht: Seine Schülerinnen und Schüler hätten in den Jahren zuvor gelernt, dass Fehler zum Leben gehören – und dass der Umgang mit ihnen mehr über einen Menschen aussagt als die Fehler selbst.
t3::C1::banal::original | t3 | C1 | banal | original | Das klingt banal.
t4::A2::german::original | t4 | A2 | german | original | example_sentence_de
t4::A2::german::generated | t4 | A2 | german | generated | example_sentence_de_generated
t4::A2::ziehen::original | t4 | A2 | ziehen | original | April 2026 — ZDF heute Eine neue Studie zeigt: Viele junge Menschen in Deutschland wollen in ein anderes Land ziehen.
t4::A2::günstig::original | t4 | A2 | günstig | original | Es gibt zu wenige günstige Wohnungen.
t4::A2::unsicher::original | t4 | A2 | unsicher | original | Die Jobs sind oft unsicher.
t4::A2::gehört werden::original | t4 | A2 | gehört werden | original | Und viele fühlen sich von der Politik nicht gehört.
t4::A2::die heimat::original | t4 | A2 | die Heimat | original | Sie lieben ihre Familie, ihre Freunde und ihre Heimat.
t4::A2::das ausland::original | t4 | A2 | das Ausland | original | Das Ausland ist ein Traum – aber nicht für alle.
t4::B1::german::original | t4 | B1 | german | original | example_sentence_de
t4::B1::german::generated | t4 | B1 | german | generated | example_sentence_de_generated
t4::B1::etwas nicht ausschliessen::original | t4 | B1 | etwas nicht ausschließen | original | 41 Prozent schließen es zumindest nicht aus.
t4::B1::die erhebung::original | t4 | B1 | die Erhebung | original | Das sind die höchsten Werte seit Beginn der Erhebung.
t4::B1::vielfältig::original | t4 | B1 | vielfältig | original | Die Gründe sind vielfältig.
t4::B1::die wohnkosten::original | t4 | B1 | die Wohnkosten | original | Viele nennen die hohen Wohnkosten, vor allem in Großstädten.
t4::B1::die berufsmöglichkeit::original | t4 | B1 | die Berufsmöglichkeit | original | Andere sehen im Ausland bessere Berufsmöglichkeiten oder ein angenehmeres Lebensgefühl.
t4::B1::das lebensgefühl::original | t4 | B1 | das Lebensgefühl | original | Andere sehen im Ausland bessere Berufsmöglichkeiten oder ein angenehmeres Lebensgefühl.
t4::B1::der brain drain::original | t4 | B1 | der Brain Drain | original | Experten warnen vor einem Brain Drain: Wenn gut ausgebildete junge Menschen Deutschland verlassen, fehlen sie später als Fachkräfte.
t4::B1::gut ausgebildet::original | t4 | B1 | gut ausgebildet | original | Experten warnen vor einem Brain Drain: Wenn gut ausgebildete junge Menschen Deutschland verlassen, fehlen sie später als Fachkräfte.
t4::B1::die fachkraft::original | t4 | B1 | die Fachkraft | original | Experten warnen vor einem Brain Drain: Wenn gut ausgebildete junge Menschen Deutschland verlassen, fehlen sie später als Fachkräfte.
t4::B1::die lebensbedingungen::original | t4 | B1 | die Lebensbedingungen | original | Die Politik müsse dringend die Lebensbedingungen für junge Menschen verbessern – besonders beim Wohnen und bei der politischen Beteiligung.
t4::B2::german::original | t4 | B2 | german | original | example_sentence_de
t4::B2::german::generated | t4 | B2 | german | generated | example_sentence_de_generated
t4::B2::brisant::original | t4 | B2 | brisant | original | April 2026 — ZDF heute Die Zahl ist politisch brisant: 41 Prozent der 14- bis 29-Jährigen in Deutschland können sich laut Jugendstudie 2026 vorstellen, künftig im Ausland zu leben.
t4::B2::die auswanderungsbereitschaft::original | t4 | B2 | die Auswanderungsbereitschaft | original | Im Vergleich zu 2020 ist die Auswanderungsbereitschaft um mehr als 15 Prozentpunkte gestiegen.
t4::B2::vielschichtig::original | t4 | B2 | vielschichtig | original | Die Motive sind vielschichtig.
t4::B2::der wohnraum::original | t4 | B2 | der Wohnraum | original | An erster Stelle steht die Wohnungsfrage: In Metropolen wie München, Frankfurt und Berlin ist bezahlbarer Wohnraum für junge Erwachsene kaum verfügbar.
t4::B2::verfügbar::original | t4 | B2 | verfügbar | original | An erster Stelle steht die Wohnungsfrage: In Metropolen wie München, Frankfurt und Berlin ist bezahlbarer Wohnraum für junge Erwachsene kaum verfügbar.
t4::B2::die berufsaussichten::original | t4 | B2 | die Berufsaussichten | original | Hinzu kommen unsichere Berufsaussichten in sich wandelnden Branchen und das Gefühl, in einem Land zu leben, das Probleme benennt, aber nicht löst.
t4::B2::die branche::original | t4 | B2 | die Branche | original | Hinzu kommen unsichere Berufsaussichten in sich wandelnden Branchen und das Gefühl, in einem Land zu leben, das Probleme benennt, aber nicht löst.
t4::B2::der fachkräftemangel::original | t4 | B2 | der Fachkräftemangel | original | Deutschland ist bereits heute vom Fachkräftemangel geprägt – eine zusätzliche Emigrationswelle unter gut ausgebildeten Jungen würde die Situation weiter verschlechtern.
t4::B2::die emigrationswelle::original | t4 | B2 | die Emigrationswelle | original | Deutschland ist bereits heute vom Fachkräftemangel geprägt – eine zusätzliche Emigrationswelle unter gut ausgebildeten Jungen würde die Situation weiter verschlechtern.
t4::B2::der appell::original | t4 | B2 | der Appell | original | Die Antwort kann nicht Appell sein, sondern muss strukturpolitisch sein: Wohnungsbau, Lohnentwicklung und echte politische Partizipation.
t4::B2::strukturpolitisch::original | t4 | B2 | strukturpolitisch | original | Die Antwort kann nicht Appell sein, sondern muss strukturpolitisch sein: Wohnungsbau, Lohnentwicklung und echte politische Partizipation.
t4::B2::die partizipation::original | t4 | B2 | die Partizipation | original | Die Antwort kann nicht Appell sein, sondern muss strukturpolitisch sein: Wohnungsbau, Lohnentwicklung und echte politische Partizipation.
t4::C1::german::original | t4 | C1 | german | original | example_sentence_de
t4::C1::german::generated | t4 | C1 | german | generated | example_sentence_de_generated
t4::C1::die alterskohorte::original | t4 | C1 | die Alterskohorte | original | April 2026 — ZDF heute Wenn 41 Prozent einer Alterskohorte ernsthaft über das Verlassen ihres Landes nachdenken, ist das kein individuelles Phänomen mehr – es ist eine gesellschaftliche Diagnose.
t4::C1::nahelegen::original | t4 | C1 | nahelegen | original | Die Daten der Jugendstudie 2026 legen nahe, dass ein erheblicher Teil der jüngeren Generation das implizite Versprechen des deutschen Gesellschaftsvertrags – wer arbeitet und sich einbringt, wird am Wohlstand teilhaben – als gekündigt betrachtet.
t4::C1::der gesellschaftsvertrag::original | t4 | C1 | der Gesellschaftsvertrag | original | Die Daten der Jugendstudie 2026 legen nahe, dass ein erheblicher Teil der jüngeren Generation das implizite Versprechen des deutschen Gesellschaftsvertrags – wer arbeitet und sich einbringt, wird am Wohlstand teilhaben – als gekündigt betrachtet.
t4::C1::kündigen::original | t4 | C1 | kündigen | original | Die Daten der Jugendstudie 2026 legen nahe, dass ein erheblicher Teil der jüngeren Generation das implizite Versprechen des deutschen Gesellschaftsvertrags – wer arbeitet und sich einbringt, wird am Wohlstand teilhaben – als gekündigt betrachtet.
t4::C1::akkumuliert::original | t4 | C1 | akkumuliert | original | Die Ursachen sind strukturell und akkumuliert.
t4::C1::überproportional::original | t4 | C1 | überproportional | original | Die Wohnungskrise trifft junge Erwachsene überproportional, weil sie selten von Erbschaften profitieren können und auf dem Mietmarkt den härtesten Bedingungen ausgesetzt sind.
t4::C1::die erbschaft::original | t4 | C1 | die Erbschaft | original | Die Wohnungskrise trifft junge Erwachsene überproportional, weil sie selten von Erbschaften profitieren können und auf dem Mietmarkt den härtesten Bedingungen ausgesetzt sind.
t4::C1::befristet::original | t4 | C1 | befristet | original | Der Arbeitsmarkt bietet zwar Beschäftigung, aber zunehmend in projektförmigen, befristeten oder plattformvermittelten Verhältnissen, die Planungssicherheit erschweren.
t4::C1::die planungssicherheit::original | t4 | C1 | die Planungssicherheit | original | Der Arbeitsmarkt bietet zwar Beschäftigung, aber zunehmend in projektförmigen, befristeten oder plattformvermittelten Verhältnissen, die Planungssicherheit erschweren.
t4::C1::unterrepräsentiert::original | t4 | C1 | unterrepräsentiert | original | Hinzu kommt eine generationale Ungleichheit in der politischen Repräsentation: Unter-30-Jährige sind in Parlamenten und Führungspositionen chronisch unterrepräsentiert.
t4::C1::der kalkül::original | t4 | C1 | der Kalkül | original | Die Emigrationsbereitschaft ist insofern kein Zeichen von Globalität oder Mobilitätsfreude, sondern rationaler Kalkül: Wer jung und qualifiziert ist, hat Optionen.
t4::C1::abwägen::original | t4 | C1 | abwägen | original | Die eigentliche Frage ist, ob Deutschland bereit ist, die Bedingungen zu schaffen, unter denen junge Menschen nicht abwägen müssen, ob sie bleiben wollen – sondern es einfach wollen.
t1::A2::german::original | t1 | A2 | german | original | example_sentence_de
t1::A2::german::generated | t1 | A2 | german | generated | example_sentence_de_generated
t1::A2::das abitur::original | t1 | A2 | das Abitur | original | Das Abitur ist sehr wichtig.
t1::A2::das abitur::generated | t1 | A2 | das Abitur | generated | Das Abitur beginnt im April.
t1::A2::die prüfung::original | t1 | A2 | die Prüfung | original | Es ist die letzte Prüfung in der Schule.
t1::A2::die prüfung::generated | t1 | A2 | die Prüfung | generated | Die Prüfung ist morgen.
t1::A2::der schüler::original | t1 | A2 | der Schüler | original | Die Schüler müssen viel lernen.
t1::A2::der schüler::generated | t1 | A2 | der Schüler | generated | Der Schüler lernt jeden Tag.
t1::A2::die schule::original | t1 | A2 | die Schule | original | Es ist die letzte Prüfung in der Schule.
t1::A2::die schule::generated | t1 | A2 | die Schule | generated | Die Schule beginnt um acht Uhr.
t1::A2::die familie::original | t1 | A2 | die Familie | original | Viele Familien feiern das Abitur.
t1::A2::die familie::generated | t1 | A2 | die Familie | generated | Die Familie ist sehr wichtig.
t1::A2::die universität::original | t1 | A2 | die Universität | original | Nach dem Abitur können die Schüler zur Universität gehen.
t1::A2::die universität::generated | t1 | A2 | die Universität | generated | Er geht an die Universität.
t1::A2::der beruf::original | t1 | A2 | der Beruf | original | Nach dem Abitur können die Schüler einen Beruf lernen.
t1::A2::der beruf::generated | t1 | A2 | der Beruf | generated | Welchen Beruf möchtest du lernen?
t1::A2::der tag::original | t1 | A2 | der Tag | original | Es ist ein großer Tag für die Familie.
t1::A2::der tag::generated | t1 | A2 | der Tag | generated | Heute ist ein schöner Tag.
t1::A2::lernen::original | t1 | A2 | lernen | original | Los alumnos tienen que aprender mucho.
t1::A2::lernen::generated | t1 | A2 | lernen | generated | Ich lerne jeden Abend Deutsch.
t1::A2::schreiben::original | t1 | A2 | schreiben | original | Muchos alumnos escriben sus exámenes de bachillerato.
t1::A2::schreiben::generated | t1 | A2 | schreiben | generated | Er schreibt einen langen Text.
t1::A2::feiern::original | t1 | A2 | feiern | original | Muchas familias celebran el bachillerato.
t1::A2::feiern::generated | t1 | A2 | feiern | generated | Wir feiern heute zusammen.
t1::A2::gehen::original | t1 | A2 | gehen | original | Después del bachillerato los alumnos pueden ir a la universidad.
t1::A2::gehen::generated | t1 | A2 | gehen | generated | Sie geht morgen zur Schule.
t1::A2::wichtig::original | t1 | A2 | wichtig | original | El bachillerato es muy importante.
